Ship pt,Product Hierarchy,Part Number,Volume,Intermittency
ZTUS,16 A X B,30019778,low,medium
ZTUS,16 A X C,30019825,low,medium
ZTUS,16 A X E,30019948,low,medium
ZTUS,16 A X F,30019980,low,medium
ZTUS,16 B B E,30019985,low,medium
ZTUS,16 B C E,30019986,medium,medium
ZTUS,16 B X B,30019987,low,medium
ZTUS,16 B X C,30019991,low,medium
ZTUS,16 B X E,30019992,low,medium
ZTUS,16 B X F,30019993,low,medium
ZTUS,16 C B A,30019994,low,medium
ZTUS,16 C B B,30019995,low,medium
ZTUS,16 C B C,30020001,low,medium
ZTUS,16 C C A,30020005,low,medium
ZTUS,16 C C E,30020006,low,medium
ZTUS,16 C D C,30020007,low,medium
ZTUS,16 C X E,30020034,low,medium
ZTUS,16 D A A,30020035,low,high
ZTUS,16 D A E,30020042,low,high
ZTUS,16 X A A,30020043,low,medium
ZTUS,16 X A C,30020044,low,medium
ZTUS,16 X A E,30020045,low,medium
ZTUS,16 X B A,30020050,low,high
ZTUS,16 X B C,30020051,low,medium
ZTUS,16 X B E,30020052,low,medium
ZTUS,16 X B F,30020053,low,medium
ZTUS,16 X C C,30020054,low,high
ZTUS,16 X C E,30020056,low,medium
ZTUS,16 X D A,30020058,low,medium
ZTUS,16 X D C,30020060,low,medium
ZTUS,16 X X E,30020061,low,medium
ZTUS,16 X X F,30020062,low,high
ZTUS,16 Y Y C,30020063,low,medium
ZTUS,16 Z Z A,30020064,low,medium
ZTUS,16 Z Z B,30020065,low,medium
ZTUS,16 Z Z C,30020067,low,medium
ZTUS,16 Z Z E,30020068,low,medium
ZTUS,16 Z Z F,30020069,low,medium
ZTUS,17 Y Y C,30020070,low,medium
ZTUS,18 A D C,30020071,low,low
ZTUS,18 A D E,30020072,low,medium
ZTUS,18 A E C,30020073,low,medium
ZTUS,18 A E E,30020074,low,medium
ZTUS,18 A E F,30020075,low,medium
ZTUS,18 A X C,30020076,low,high
ZTUS,18 A X E,30020077,low,medium
ZTUS,18 S W E,30020078,low,medium
ZTUS,18 X X E,30020079,low,medium
ZTUS,19 C C J,30020080,medium,high
ZTUS,19 X A G,30020082,low,medium
ZTUS,19 X B G,30020083,low,medium
ZTUS,19 X X G,30020084,low,medium
ZTUS,19 X Y G,30020085,medium,high
ZTUS,19 X Z G,30020087,low,medium
ZTUS,20 D A B,30020088,low,medium
ZTUS,20 D A C,30020089,low,medium
ZTUS,20 D A E,30020091,low,medium
ZTUS,20 D Z C,30020093,low,medium
ZTUS,B E 14,30020094,low,medium
ZTUS,G A A A,30020097,low,medium
ZTUS,G A J E,30020098,low,medium
ZTUS,G B A A,30020100,low,medium
ZTUS,G B A E,30020154,low,high
ZTUS,14 B C E,30020360,low,medium
ZTUS,14 B E E,30020477,low,medium
ZTUS,14 B I F,30020478,low,medium
ZTUS,14 B J C,30020495,low,medium
ZTUS,14 B J E,30020505,low,medium
ZTUS,14 B M C,30020610,low,high
ZTUS,14 B X C,30020641,low,medium
ZTUS,14 B X G,30020644,low,high
ZTUS,14 C A E,30020666,low,low
ZTUS,14 B C E,30020668,low,medium
ZTUS,14 B E E,30020669,low,medium
ZTUS,14 B I F,30020673,low,medium
ZTUS,14 B J C,30020700,medium,high
ZTUS,14 B J E,30020729,low,medium
ZTUS,14 B M C,30020734,low,medium
ZTUS,14 B X C,30020737,low,medium
ZTUS,14 B X G,30020744,low,medium
ZTUS,14 C A E,30020748,low,medium
ZTUS,14 C F E,30020761,low,medium
ZTUS,14 C F F,30020763,low,medium
ZTUS,14 C G E,30020793,medium,high
ZTUS,14 C G F,30020808,low,medium
ZTUS,15 A A A,30020823,low,medium
ZTUS,15 A B E,30020828,low,high
ZTUS,15 A C E,30020860,low,medium
ZTUS,15 A D A,30021207,low,medium
ZTUS,15 A E E,30021341,low,medium
ZTUS,15 A H E,30021343,low,medium
ZTUS,15 A I E,30021347,low,medium
ZTUS,15 A L A,30021424,low,medium
ZTUS,15 A L F,30021754,low,medium
ZTUS,15 A X E,30021771,low,medium
ZTUS,15 A X F,30021773,low,medium
ZTUS,15 B A E,30021774,low,medium
ZTUS,15 B B B,30021793,low,medium
ZTUS,15 B B E,30021794,low,medium
ZTUS,15 B D E,30021967,low,medium
ZTUS,15 C X C,30022097,low,medium
ZTUS,15 S Y G,30022183,low,medium
ZTUS,15 Y Y C,30022197,low,medium
ZTUS,16 A A E,30022198,low,medium
ZTUS,16 A C C,30022258,low,medium
ZTUS,16 A C E,30022480,low,medium
ZTUS,16 A G C,30022918,low,medium
ZTUS,16 A G E,30022932,medium,medium
ZTUS,16 A I B,30022971,low,medium
ZTUS,16 A I C,30023343,medium,high
ZTUS,16 A I E,30023345,low,medium
ZTUS,16 A I F,30023348,low,medium
ZTUS,16 A J B,30023353,low,medium
ZTUS,16 A J C,30023354,low,medium
ZTUS,16 A J E,30023391,low,medium
ZTUS,16 A J F,30023415,low,medium
ZTUS,16 A K C,30023418,low,medium
ZTUS,16 A K E,30023420,low,medium
ZTUS,16 A K F,30023421,low,medium
ZTUS,16 A L E,30023536,low,medium
ZTUS,16 A M C,30023543,low,medium
ZTUS,16 A M E,30023558,low,low
ZTUS,16 A P B,30023613,low,medium
ZTUS,16 A P C,30023614,low,medium
ZTUS,16 A P E,30023615,low,medium
ZTUS,16 A P F,30023616,low,medium
ZTUS,16 A X C,30023847,low,medium
ZTUS,16 A X E,30023881,low,medium
ZTUS,16 A X F,30024075,medium,high
ZTUS,16 A Y E,30024085,low,medium
ZTUS,16 B A E,30024126,low,medium
ZTUS,16 B A F,30024128,low,medium
ZTUS,16 B B C,30024139,low,medium
ZTUS,16 B B E,30024162,low,medium
ZTUS,16 B B F,30024284,low,medium
ZTUS,16 B C C,30024286,low,medium
ZTUS,16 B C E,30024287,low,medium
ZTUS,16 B C F,30024288,low,medium
ZTUS,16 B D B,30024289,low,medium
ZTUS,16 B D E,30024526,low,medium
ZTUS,16 B D F,30024529,medium,medium
ZTUS,16 B E C,30024555,low,low
ZTUS,16 B E E,30024771,low,medium
ZTUS,16 B X C,30024922,low,medium
ZTUS,16 B X E,30024927,low,high
ZTUS,16 B X F,30025015,low,high
ZTUS,16 B Y C,30025016,low,medium
ZTUS,16 C A A,30025031,low,medium
ZTUS,16 C A E,30025054,medium,medium
ZTUS,16 D A C,30025056,low,medium
ZTUS,16 D A E,30025058,low,medium
ZTUS,16 D A F,30025108,low,medium
ZTUS,16 D B E,30025211,low,medium
ZTUS,16 D B F,30025213,low,medium
ZTUS,16 D C C,30025217,low,medium
ZTUS,16 D C E,30025219,low,medium
ZTUS,16 D D E,30025394,low,medium
ZTUS,16 D D F,30025411,low,medium
ZTUS,16 D X C,30025511,low,medium
ZTUS,16 D X E,30025512,low,medium
ZTUS,16 D X F,30025579,low,medium
ZTUS,16 X X C,30025666,low,medium
ZTUS,16 X X E,30025667,low,medium
ZTUS,16 X X F,30025670,low,medium
ZTUS,16 Y A C,30025706,low,low
ZTUS,16 Y A E,30025709,low,medium
ZTUS,16 Y A F,30025712,low,medium
ZTUS,16 Y Y C,30025714,low,medium
ZTUS,16 Y Y E,30025716,low,medium
ZTUS,17 A C C,30025720,low,medium
ZTUS,17 A C F,30025724,low,medium
ZTUS,17 A D B,30025727,low,medium
ZTUS,17 A D C,30025729,low,medium
ZTUS,17 A D E,30025820,low,medium
ZTUS,17 A D F,30025822,low,medium
ZTUS,17 A G B,30025824,low,medium
ZTUS,17 A G C,30025886,low,medium
ZTUS,17 A G E,30026131,medium,high
ZTUS,17 A G F,30026136,low,medium
ZTUS,17 A K E,30026142,low,medium
ZTUS,17 A K F,30026157,low,medium
ZTUS,17 A L E,30026158,medium,medium
ZTUS,17 A M E,30026160,medium,medium
ZTUS,17 A N E,30026161,low,medium
ZTUS,17 A X B,30026162,low,medium
ZTUS,17 A X C,30026165,medium,medium
ZTUS,17 A X D,30026310,low,medium
ZTUS,17 A X E,30026358,low,medium
ZTUS,17 A X F,30026360,low,medium
ZTUS,17 B B E,30026471,low,medium
ZTUS,17 B X C,30026473,low,medium
ZTUS,17 B X E,30026476,low,medium
ZTUS,17 B X F,30026477,low,high
ZTUS,17 C B C,30026488,low,low
ZTUS,17 C C A,30026530,low,medium
ZTUS,17 C C E,30026590,low,medium
ZTUS,17 C D C,30026605,low,medium
ZTUS,17 C X E,30026780,low,medium
ZTUS,17 D A A,30026801,low,medium
ZTUS,17 D A E,30026919,low,medium
ZTUS,17 X A A,30026922,low,medium
ZTUS,17 X A C,30026925,low,medium
ZTUS,17 X A E,30026953,low,high
ZTUS,17 X B A,30026954,low,medium
ZTUS,17 X B C,30026955,low,high
ZTUS,17 X B E,30027046,low,medium
ZTUS,17 X B F,30027047,low,medium
ZTUS,17 X C C,30027291,low,medium
ZTUS,17 X C E,30027292,low,medium
ZTUS,17 X D A,30027294,low,medium
ZTUS,17 X D C,30027295,low,high
ZTUS,17 X X C,30027296,low,medium
ZTUS,17 X X E,30027297,low,medium
ZTUS,17 X X F,30027365,low,medium
ZTUS,17 X X G,30027426,low,medium
ZTUS,17 Y Y C,30027427,low,medium
ZTUS,17 Z Z A,30027560,low,medium
ZTUS,17 Z Z B,30028249,low,medium
ZTUS,17 Z Z C,30028715,low,medium
ZTUS,17 Z Z E,30028798,low,medium
ZTUS,18 B X C,30028800,low,medium
ZTUS,18 E A C,30028810,low,medium
ZTUS,18 X X C,30028889,low,medium
ZTUS,18 Y Y C,30028890,low,medium
ZTUS,19 A A C,30028891,low,medium
ZTUS,19 A D C,30028892,low,medium
ZTUS,19 A D E,30028955,low,medium
ZTUS,19 A E C,30028965,low,medium
ZTUS,19 A E E,30028978,low,medium
ZTUS,19 A E F,30028979,low,medium
ZTUS,19 A X C,30028980,low,medium
ZTUS,19 A X E,30028981,medium,medium
ZTUS,19 S W E,30028995,low,medium
ZTUS,19 X X E,30029269,low,medium
ZTUS,19 Z Z A,30029302,low,high
ZTUS,19 Z Z C,30029311,low,medium
ZTUS,19 Z Z E,30029432,low,medium
ZTUS,19 Z Z H,30029477,low,medium
ZTUS,20 C C J,30029802,low,medium
ZTUS,20 X A G,30030001,low,medium
ZTUS,20 X B G,30030116,low,medium
ZTUS,20 X X G,30030119,low,medium
ZTUS,20 X Y G,30030127,low,medium
ZTUS,20 X Z G,30030218,low,medium
ZTUS,21 D A B,30030432,low,medium
ZTUS,21 D A C,30030576,low,high
ZTUS,21 D Z B,30030607,low,medium
ZTUS,23 Z Z Z,30030636,low,medium
ZTUS,B E 15,30030835,low,medium
ZTUS,G A A A,30031038,low,medium
ZTUS,G A A E,30031042,low,medium
ZTUS,G B A A,30031043,low,medium
ZTUS,G B A E,30031046,low,high
ZTUS,G B D C,30031047,low,medium
ZTUS,S A A A,30031062,low,medium
ZTUS,S A E A,30031130,low,medium
ZTUS,S B A G,30031135,low,medium
ZTUS,S B B G,30031200,low,medium
ZTUS,S B C G,30031264,low,medium
ZTUS,S B D G,30032004,low,medium
ZTUS,S B F G,30032023,low,medium
ZTUS,S C A E,30032024,low,medium
ZTUS,14 B C E,30032026,low,high
ZTUS,14 B I F,30032027,low,medium
ZTUS,14 B J C,30032028,low,medium
ZTUS,14 B J E,30032031,low,medium
ZTUS,14 C F E,30032032,low,medium
ZTUS,14 C G E,30032048,low,medium
ZTUS,14 C G F,30032050,low,medium
ZTUS,15 A B E,30032060,low,high
ZTUS,15 A E E,30032061,low,high
ZTUS,15 A H E,30032062,low,high
ZTUS,15 A X E,30032063,low,high
ZTUS,15 A X F,30032064,low,medium
ZTUS,15 B A E,30032065,low,medium
ZTUS,15 B D E,30032066,low,medium
ZTUS,15 S Y G,30032114,medium,high
ZTUS,15 Y Y C,30032115,medium,medium
ZTUS,16 A C E,30032172,medium,medium
ZTUS,16 A G E,30032213,low,low
ZTUS,16 A I B,30032214,low,medium
ZTUS,16 A I C,30032215,low,medium
ZTUS,16 A I E,30032217,low,medium
ZTUS,16 A I F,30032271,low,medium
ZTUS,16 A J B,30032376,low,medium
ZTUS,16 A J C,30032455,low,medium
ZTUS,16 A J E,30032549,low,medium
ZTUS,16 A J F,30032551,low,medium
ZTUS,16 A K C,30032552,low,medium
ZTUS,16 A K E,30032553,low,medium
ZTUS,16 A K F,30032555,low,medium
ZTUS,16 A L E,30032564,low,medium
ZTUS,16 A M C,30032585,low,medium
ZTUS,16 A M E,30032586,low,medium
ZTUS,16 A P B,30032614,low,high
ZTUS,16 A P C,30032770,low,low
ZTUS,16 A P E,30032860,low,medium
ZTUS,16 A P F,30032927,low,medium
ZTUS,16 A X C,30033174,low,medium
ZTUS,16 A X E,30033263,medium,high
ZTUS,16 A X F,30033274,low,medium
ZTUS,16 A Y E,30033452,low,medium
ZTUS,16 B A C,30033458,low,medium
ZTUS,16 B A E,30033467,low,medium
ZTUS,16 B A F,30033485,low,medium
ZTUS,16 B B C,30033703,low,medium
ZTUS,16 B B E,30033704,low,medium
ZTUS,16 B B F,30033759,low,medium
ZTUS,16 B C C,30033827,low,medium
ZTUS,16 B C E,30033828,low,high
ZTUS,16 B C F,30033829,low,medium
ZTUS,16 B D E,30033830,low,medium
ZTUS,16 B D F,30033831,low,medium
ZTUS,16 B E E,30033835,low,medium
ZTUS,16 B X C,30033839,low,medium
ZTUS,16 B X E,30033841,low,medium
ZTUS,16 B X F,30033846,low,medium
ZTUS,16 C A E,30033849,low,high
ZTUS,16 C A Z,30033912,low,medium
ZTUS,16 D A C,30033939,low,medium
ZTUS,16 D A E,30034051,low,medium
ZTUS,16 D A F,30034052,low,medium
ZTUS,16 D B E,30034054,low,medium
ZTUS,16 D B F,30034064,low,high
ZTUS,16 D C B,30034066,low,medium
ZTUS,16 D C E,30034067,low,medium
ZTUS,16 D D E,30034070,low,medium
ZTUS,16 D D F,30034073,low,medium
ZTUS,16 D X E,30034075,low,medium
ZTUS,16 D X F,30034077,low,medium
ZTUS,16 X X C,30034160,low,medium
ZTUS,16 X X E,30034177,low,medium
ZTUS,16 X X F,30034178,low,medium
ZTUS,16 Y A E,30034179,low,medium
ZTUS,16 Y A F,30034245,low,medium
ZTUS,16 Y Y C,30034247,low,medium
ZTUS,17 A D B,30034249,low,medium
ZTUS,17 A D C,30034250,low,medium
ZTUS,17 A D E,30034286,low,medium
ZTUS,17 A D F,30034287,low,medium
ZTUS,17 A G B,30034520,low,low
ZTUS,17 A G C,30034624,low,medium
ZTUS,17 A G E,30034627,low,medium
ZTUS,17 A G F,30034629,low,medium
ZTUS,17 A K E,30034630,low,medium
ZTUS,17 A K F,30035022,low,medium
ZTUS,17 A L E,30035267,low,medium
ZTUS,17 A M E,30035318,low,medium
ZTUS,17 A N E,30035434,low,medium
ZTUS,17 A X B,30035551,low,medium
ZTUS,17 A X C,30035608,low,medium
ZTUS,17 A X E,30035817,low,medium
ZTUS,17 A X F,30035818,low,medium
ZTUS,17 B B E,30035819,low,high
ZTUS,17 B C E,30035820,low,medium
ZTUS,17 B X B,30035892,low,high
ZTUS,17 B X C,30036268,low,medium
ZTUS,17 B X E,30036584,low,medium
ZTUS,17 B X F,30036664,low,medium
ZTUS,17 C B A,30036669,low,medium
ZTUS,17 C B B,30036682,low,medium
ZTUS,17 C B C,30036683,low,medium
ZTUS,17 C C A,30036689,low,medium
ZTUS,17 C C E,30036690,low,medium
ZTUS,17 C D C,30036693,low,medium
ZTUS,17 C X E,30036695,low,medium
ZTUS,17 D A A,30036696,low,medium
ZTUS,17 D A E,30036716,low,medium
ZTUS,17 X A A,30036717,low,medium
ZTUS,17 X A C,30036718,low,medium
ZTUS,17 X A E,30036724,low,medium
ZTUS,17 X B A,30036728,low,medium
ZTUS,17 X B C,30036744,low,medium
ZTUS,17 X B E,30036745,low,medium
ZTUS,17 X B F,30036751,low,medium
ZTUS,17 X C C,30036756,low,medium
ZTUS,17 X C E,30036773,low,medium
ZTUS,17 X D A,30036790,low,medium
ZTUS,17 X D C,30036822,low,medium
ZTUS,17 X X E,30036824,low,medium
ZTUS,17 X X F,30036830,low,medium
ZTUS,17 Y Y C,30036832,low,medium
ZTUS,17 Z Z A,30036838,low,medium
ZTUS,17 Z Z B,30037099,low,medium
ZTUS,17 Z Z C,30037105,low,medium
ZTUS,17 Z Z E,30037107,low,medium
ZTUS,17 Z Z F,30037108,low,medium
ZTUS,18 Y Y C,30037111,low,medium
ZTUS,19 A D C,30037131,low,medium
ZTUS,19 A D E,30037142,low,medium
ZTUS,19 A E C,30037143,low,medium
ZTUS,19 A E E,30037153,low,medium
ZTUS,19 A E F,30037155,low,medium
ZTUS,19 A X C,30037157,low,medium
ZTUS,19 A X E,30037158,low,medium
ZTUS,19 S W E,30037159,low,medium
ZTUS,19 X X E,30037254,low,high
ZTUS,20 C C J,30037258,low,high
ZTUS,20 X A G,30037274,low,medium
ZTUS,20 X B G,30037688,low,medium
ZTUS,20 X X G,30037700,low,medium
ZTUS,20 X Y G,30038113,low,medium
ZTUS,20 X Z G,30038486,low,medium
ZTUS,21 D A B,30038487,low,medium
ZTUS,21 D A C,30038492,low,low
ZTUS,21 D A E,30038503,low,low
ZTUS,21 D Z C,30038509,low,medium
ZTUS,B E 15,30038540,low,medium
ZTUS,G A A A,30038544,low,medium
ZTUS,G A J E,30038545,low,medium
ZTUS,G B A A,30038606,medium,high
ZTUS,G B A E,30038607,medium,high
ZTUS,15 B C E,30038608,medium,medium
ZTUS,15 B E E,30038609,medium,medium
ZTUS,15 B I F,30038610,medium,high
ZTUS,15 B J C,30038611,medium,high
ZTUS,15 B J E,30038612,low,high
ZTUS,15 B M C,30038613,medium,high
ZTUS,15 B X C,30038614,medium,high
ZTUS,15 B X G,30038616,medium,medium
ZTUS,15 C A E,30038617,medium,medium
ZTUS,15 B C E,30038618,medium,high
ZTUS,15 B E E,30038619,medium,high
ZTUS,15 B I F,30038620,medium,high
ZTUS,15 B J C,30038758,low,medium
ZTUS,15 B J E,30038770,low,medium
ZTUS,15 B M C,30038799,low,medium
ZTUS,15 B X C,30038824,low,medium
ZTUS,15 B X G,30038839,low,medium
ZTUS,15 C A E,30038873,low,medium
ZTUS,15 C F E,30038904,low,medium
ZTUS,15 C F F,30039028,low,medium
ZTUS,15 C G E,30039087,low,medium
ZTUS,15 C G F,30039135,low,medium
ZTUS,16 A A A,30039137,low,medium
ZTUS,16 A B E,30039513,low,medium
ZTUS,16 A C E,30039551,low,medium
ZTUS,16 A D A,30039708,low,medium
ZTUS,16 A E E,30039918,low,medium
ZTUS,16 A H E,30040079,low,medium
ZTUS,16 A I E,30040143,low,medium
ZTUS,16 A L A,30040146,low,medium
ZTUS,16 A L F,30040198,low,medium
ZTUS,16 A X E,30040305,low,medium
ZTUS,16 A X F,30040364,low,high
ZTUS,16 B A E,30040365,low,medium
ZTUS,16 B B B,30040380,low,medium
ZTUS,16 B B E,30040511,low,medium
ZTUS,16 B D E,30040676,low,medium
ZTUS,16 C X C,30040684,low,medium
ZTUS,16 S Y G,30040753,low,medium
ZTUS,16 Y Y C,30041094,low,medium
ZTUS,17 A A E,30041238,low,medium
ZTUS,17 A C C,30041340,low,medium
ZTUS,17 A C E,30041341,low,medium
ZTUS,17 A G C,30041511,low,medium
ZTUS,17 A G E,30041515,low,medium
ZTUS,17 A I B,30041542,low,medium
ZTUS,17 A I C,30041545,low,medium
ZTUS,17 A I E,30041546,low,medium
ZTUS,17 A I F,30041604,low,medium
ZTUS,17 A J B,30041697,low,medium
ZTUS,17 A J C,30041849,low,medium
ZTUS,17 A J E,30042050,low,high
ZTUS,17 A J F,30042053,low,medium
ZTUS,17 A K C,30042054,low,high
ZTUS,17 A K E,30042055,low,medium
ZTUS,17 A K F,30042056,low,medium
ZTUS,17 A L E,30042058,low,medium
ZTUS,17 A M C,30042059,low,medium
ZTUS,17 A M E,30042079,low,medium
ZTUS,17 A P B,30042080,low,medium
ZTUS,17 A P C,30042081,low,medium
ZTUS,17 A P E,30042155,low,medium
ZTUS,17 A P F,30042158,low,medium
ZTUS,17 A X C,30042160,medium,high
ZTUS,17 A X E,30042182,low,medium
ZTUS,17 A X F,30042185,low,medium
ZTUS,17 A Y E,30042187,low,medium
ZTUS,17 B A E,30042195,low,medium
ZTUS,17 B A F,30042196,low,medium
ZTUS,17 B B C,30042198,low,medium
ZTUS,17 B B E,30042199,low,medium
ZTUS,17 B B F,30042204,low,medium
ZTUS,17 B C C,30042335,low,medium
ZTUS,17 B C E,30042351,low,medium
ZTUS,17 B C F,30042355,low,medium
ZTUS,17 B D B,30042402,low,medium
ZTUS,17 B D E,30042407,low,high
ZTUS,17 B D F,30042415,low,high
ZTUS,17 B E C,30042416,low,high
ZTUS,17 B E E,30042417,low,high
ZTUS,17 B X C,30042418,low,medium
ZTUS,17 B X E,30042424,low,medium
ZTUS,17 B X F,30042431,low,medium
ZTUS,17 B Y C,30042432,low,medium
ZTUS,17 C A A,30042442,low,medium
ZTUS,17 C A E,30042504,low,medium
ZTUS,17 D A C,30042505,low,high
ZTUS,17 D A E,30042506,low,medium
ZTUS,17 D A F,30042507,low,medium
ZTUS,17 D B E,30042508,medium,medium
ZTUS,17 D B F,30042509,low,medium
ZTUS,17 D C C,30042521,low,medium
ZTUS,17 D C E,30042524,low,medium
ZTUS,17 D D E,30042525,low,medium
ZTUS,17 D D F,30042656,low,medium
ZTUS,17 D X C,30042657,low,medium
ZTUS,17 D X E,30042665,low,medium
ZTUS,17 D X F,30042667,low,high
ZTUS,17 X X C,30042700,low,high
ZTUS,17 X X E,30042701,low,medium
ZTUS,17 X X F,30042702,low,high
ZTUS,17 Y A C,30042703,low,high
ZTUS,17 Y A E,30042705,low,medium
ZTUS,17 Y A F,30042707,low,high
ZTUS,17 Y Y C,30042708,low,medium
ZTUS,17 Y Y E,30042710,low,medium
ZTUS,18 A C C,30042711,low,medium
ZTUS,18 A C F,30042712,low,medium
ZTUS,18 A D B,30042713,low,medium
ZTUS,18 A D C,30042714,low,medium
ZTUS,18 A D E,30042720,low,medium
ZTUS,18 A D F,30042721,low,medium
ZTUS,18 A G B,30042722,low,medium
ZTUS,18 A G C,30042723,low,medium
ZTUS,18 A G E,30042724,medium,high
ZTUS,18 A G F,30042725,medium,medium
ZTUS,18 A K E,30042726,low,high
ZTUS,18 A K F,30042731,low,medium
ZTUS,18 A L E,30042733,low,medium
ZTUS,18 A M E,30042734,low,medium
ZTUS,18 A N E,30042737,low,medium
ZTUS,18 A X B,30042738,low,medium
ZTUS,18 A X C,30042739,low,medium
ZTUS,18 A X D,30042740,low,medium
ZTUS,18 A X E,30042741,low,medium
ZTUS,18 A X F,30042742,low,high
ZTUS,18 B B E,30042743,low,high
ZTUS,18 B X C,30042745,low,medium
ZTUS,18 B X E,30042748,low,medium
ZTUS,18 B X F,30042749,low,medium
ZTUS,18 C B C,30042750,low,medium
ZTUS,18 C C A,30042751,low,medium
ZTUS,18 C C E,30042752,low,medium
ZTUS,18 C D C,30042753,low,medium
ZTUS,18 C X E,30042754,low,medium
ZTUS,18 D A A,30042755,low,high
ZTUS,18 D A E,30042759,low,high
ZTUS,18 X A A,30042760,low,medium
ZTUS,18 X A C,30042762,low,medium
ZTUS,18 X A E,30042763,low,high
ZTUS,18 X B A,30042764,low,medium
ZTUS,18 X B C,30042765,low,medium
ZTUS,18 X B E,30042766,low,medium
ZTUS,18 X B F,30042767,low,medium
ZTUS,18 X C C,30042768,low,medium
ZTUS,18 X C E,30042769,low,medium
ZTUS,18 X D A,30042770,low,high
ZTUS,18 X D C,30042771,low,medium
ZTUS,18 X X C,30042772,low,medium
ZTUS,18 X X E,30042773,low,medium
ZTUS,18 X X F,30042774,low,medium
ZTUS,18 X X G,30042775,low,medium
ZTUS,18 Y Y C,30042776,low,medium
ZTUS,18 Z Z A,30042777,low,medium
ZTUS,18 Z Z B,30042778,low,medium
ZTUS,18 Z Z C,30042780,medium,high
ZTUS,18 Z Z E,30042781,medium,medium
ZTUS,19 B X C,30042782,low,medium
ZTUS,19 E A C,30042783,low,medium
ZTUS,19 X X C,30042784,low,medium
ZTUS,19 Y Y C,30042785,low,medium
ZTUS,20 A A C,30042786,low,medium
ZTUS,20 A D C,30042787,low,medium
ZTUS,20 A D E,30042788,low,medium
ZTUS,20 A E C,30042789,low,medium
ZTUS,20 A E E,30042794,low,medium
ZTUS,20 A E F,30042795,low,high
ZTUS,20 A X C,30042796,low,medium
ZTUS,20 A X E,30042797,low,medium
ZTUS,20 S W E,30042798,low,medium
ZTUS,20 X X E,30042799,low,high
ZTUS,20 Z Z A,30042818,low,medium
ZTUS,20 Z Z C,30042819,low,medium
ZTUS,20 Z Z E,30042820,low,medium
ZTUS,20 Z Z H,30042821,low,medium
ZTUS,21 C C J,30042856,low,medium
ZTUS,21 X A G,30042860,low,medium
ZTUS,21 X B G,30042865,low,medium
ZTUS,21 X X G,30042867,low,medium
ZTUS,21 X Y G,30042900,low,high
ZTUS,21 X Z G,30042901,low,high
ZTUS,22 D A B,30042902,low,medium
ZTUS,22 D A C,30042903,low,medium
ZTUS,22 D Z B,30042905,low,medium
ZTUS,24 Z Z Z,30042906,low,medium
ZTUS,B E 16,30042908,low,medium
ZTUS,G A A A,30042909,low,medium
ZTUS,G A A E,30042910,low,medium
ZTUS,G B A A,30042915,low,high
ZTUS,G B A E,30042916,low,high
ZTUS,G B D C,30042919,low,medium
ZTUS,S A A A,30042920,low,high
ZTUS,S A E A,30042921,low,medium
ZTUS,S B A G,30042922,low,medium
ZTUS,S B B G,30042923,low,medium
ZTUS,S B C G,30042925,low,medium
ZTUS,S B D G,30042926,low,medium
ZTUS,S B F G,30042927,low,medium
ZTUS,S C A E,30042928,low,medium
ZTUS,15 B C E,30042940,low,medium
ZTUS,15 B I F,30042943,low,medium
ZTUS,15 B J C,30042944,low,medium
ZTUS,15 B J E,30042999,low,high
ZTUS,15 C F E,30043000,low,high
ZTUS,15 C G E,30043001,low,high
ZTUS,15 C G F,30043005,low,medium
ZTUS,16 A B E,30043006,low,high
ZTUS,16 A E E,30043008,low,medium
ZTUS,16 A H E,30043009,low,medium
ZTUS,16 A X E,30043010,low,medium
ZTUS,16 A X F,30043013,low,medium
ZTUS,16 B A E,30043015,low,medium
ZTUS,16 B D E,30043017,low,medium
ZTUS,16 S Y G,30043018,low,high
ZTUS,16 Y Y C,30043020,low,medium
ZTUS,17 A C E,30043022,low,medium
ZTUS,17 A G E,30043026,low,medium
ZTUS,17 A I B,30043027,low,medium
ZTUS,17 A I C,30043028,low,medium
ZTUS,17 A I E,30043030,medium,medium
ZTUS,17 A I F,30043031,low,medium
ZTUS,17 A J B,30043032,low,high
ZTUS,17 A J C,30043033,low,high
ZTUS,17 A J E,30043034,low,high
ZTUS,17 A J F,30043035,low,high
ZTUS,17 A K C,30043040,low,high
ZTUS,17 A K E,30043041,low,medium
ZTUS,17 A K F,30043042,low,medium
ZTUS,17 A L E,30043043,low,medium
ZTUS,17 A M C,30043044,low,medium
ZTUS,17 A M E,30043048,low,medium
ZTUS,17 A P B,30043049,low,medium
ZTUS,17 A P C,30043051,low,medium
ZTUS,17 A P E,30043053,low,medium
ZTUS,17 A P F,30043054,low,medium
ZTUS,17 A X C,30043055,low,medium
ZTUS,17 A X E,30043056,low,high
ZTUS,17 A X F,30043059,low,high
ZTUS,17 A Y E,30043060,low,medium
ZTUS,17 B A C,30043086,low,high
ZTUS,17 B A E,30043088,low,medium
ZTUS,17 B A F,30043089,low,high
ZTUS,17 B B C,30043090,low,medium
ZTUS,17 B B E,30043091,low,medium
ZTUS,17 B B F,30043094,low,medium
ZTUS,17 B C C,30043096,low,high
ZTUS,17 B C E,30043100,low,medium
ZTUS,17 B C F,30043101,low,medium
ZTUS,17 B D E,30043102,low,high
ZTUS,17 B D F,30043103,low,medium
ZTUS,17 B E E,30043104,low,medium
ZTUS,17 B X C,30043105,low,medium
